Title;Journal Name;Open Access;Bibcode
Probing the polarized emission from SMC X-1: The brightest X-ray pulsar observed by IXPE; Astronomy and Astrophysics; True; 2024A&A...691A.216F
Prediction technique for flow boiling heat transfer and critical heat flux in both microgravity and Earth gravity via artificial neural networks (ANNs); International Journal of Heat and Mass Transfer; False; 2024IJHMT.22024998M
Tidal Disruption of Near-Earth Asteroids during Close Encounters with Terrestrial Planets; The Astrophysical Journal; True; 2024ApJ...960L...9G
Anisotropy of Density Fluctuations in the Solar Wind at 1 au; The Astrophysical Journal; True; 2024ApJ...967..150W
Galaxy mergers in UNIONS - I. A simulation-driven hybrid deep learning ensemble for pure galaxy merger classification; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.533.2547F
The interaction of a large-scale nuclear wind with the high-velocity H II region G0.17+0.15; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.530..235Y
Hot Gas Outflow Properties of the Starburst Galaxy NGC 4945; The Astrophysical Journal; True; 2024ApJ...968...54P
X-ray plasma flow and turbulence in the colliding winds of WR140; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.7121M
An Improved Prediction of Solar Cycles 25 and 26 Using the Informer Model: Gnevyshev Peaks and North–South Asymmetry; The Astrophysical Journal; True; 2024ApJ...969..120C
Tracing field lines that are reconnecting, or expanding, or both; Frontiers in Astronomy and Space Sciences; True; 2024FrASS..1101846Q
Asteroseismology of the Nearby K Dwarf σ Draconis Using the Keck Planet Finder and TESS; The Astrophysical Journal; True; 2024ApJ...975..147H
Uranus's Influence on Neptune's Exterior Mean-motion Resonances; The Planetary Science Journal; True; 2024PSJ.....5..135G
On the Influence of the Solar Wind on the Propagation of Earth-impacting Coronal Mass Ejections; The Astrophysical Journal; True; 2024ApJ...977...57K
The Impact of Shear on Disk Galaxy Star Formation Rates; The Astrophysical Journal; True; 2024ApJ...977L...6F
Spatio-temporal patterns and driving forces of surface urban heat island in Taiwan; Urban Climate; True; 2024UrbCl..5301806L
Evaluation of a standard analytical model and definition of efficiency metrics for lunar and planetary excavation; Acta Astronautica; True; 2024AcAau.225...16L
Unsupervised machine learning for the classification of astrophysical X-ray sources; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.4852P
First X-Ray Polarization Measurement Confirms the Low Black Hole Spin in LMC X-3; The Astrophysical Journal; True; 2024ApJ...960....3S
Accretion of the earliest inner Solar System planetesimals beyond the water snowline; Nature Astronomy; True; 2024NatAs...8..290G
Improving mid-infrared thermal background subtraction with principal component analysis; Astronomy and Astrophysics; True; 2024A&A...687A.147R
Imaging of the Vega Debris System Using JWST/MIRI; The Astrophysical Journal; True; 2024ApJ...977..277S
X-Ray Polarization of the Black Hole X-Ray Binary 4U 1630–47 Challenges the Standard Thin Accretion Disk Scenario; The Astrophysical Journal; True; 2024ApJ...964...77R
SPICE connection mosaics to link the Sun's surface and the heliosphere; Astronomy and Astrophysics; True; 2024A&A...685A.146V
Discovery of a Rare Eclipsing Be/X-Ray Binary System, Swift J010902.6-723710 = SXP 182; The Astrophysical Journal; True; 2024ApJ...965L..10G
Revisiting the classics: on the evolutionary origin of the 'Fe II' and 'He/N' spectral classes of novae; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.9303A
On the Role of Alfvénic Fluctuations as Mediators of Coherence within Interplanetary Coronal Mass Ejections: Investigation of Multi-spacecraft Measurements at 1 au; The Astrophysical Journal; True; 2024ApJ...961..135S
Global Chemical Transport on Hot Jupiters: Insights from the 2D VULCAN Photochemical Model; The Astrophysical Journal; True; 2024ApJ...963...41T
Aperture photometry on asteroid trails: Detection of the fastest-rotating near-Earth object; Astronomy and Astrophysics; True; 2024A&A...689A.211D
A More Precise Measurement of the Radius of PSR J0740+6620 Using Updated NICER Data; The Astrophysical Journal; True; 2024ApJ...974..295D
Density and Magnetic Field Asymmetric Kelvin-Helmholtz Instability; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932234M
Mean winds and tidal variability from troposphere to the thermosphere retrieved from combined ground based and space borne measurements; Journal of Atmospheric and Solar-Terrestrial Physics; False; 2024JASTP.26506389T
Impact of dormancy on ECLSS design and operation: A review; Acta Astronautica; False; 2024AcAau.223..304E
Stellar/BH population in AGN discs: direct binary formation from capture objects in nuclei clusters; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.4958W
Seasonally varying outgassing as an explanation for dark comet accelerations; Icarus; True; 2024Icar..40815822T
Turbulence, Waves, and Taylor's Hypothesis for Heliosheath Observations; The Astrophysical Journal; True; 2024ApJ...973...26Z
Solar Jet Hunter: A citizen science initiative to identify and characterize coronal jets at 304 Å; Astronomy and Astrophysics; True; 2024A&A...688A.127M
Magnetic fields and velocity gradients in L1551: the role of stellar feedback; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.530.1066L
Elemental Abundances in the Diffuse Interstellar Medium from Joint Far-ultraviolet and X-Ray Spectroscopy: Iron, Oxygen, Carbon, and Sulfur; The Astronomical Journal; True; 2024AJ....167..217P
Direct T <SUB>e</SUB>-based Metallicities of z = 2–9 Galaxies with JWST/NIRSpec: Empirical Metallicity Calibrations Applicable from Reionization to Cosmic Noon; The Astrophysical Journal; True; 2024ApJ...962...24S
Connecting the Low to High Corona: Propagating Disturbances as Tracers of the Near-Sun Solar Wind; The Astrophysical Journal; True; 2024ApJ...973..130A
Observations of the 2022 September 5 Solar Energetic Particle Event at 15 Solar Radii; The Astrophysical Journal; True; 2024ApJ...966..148C
Cygnus X-3 revealed as a Galactic ultraluminous X-ray source by IXPE; Nature Astronomy; True; 2024NatAs...8.1031V
Constraining the Number Density of the Accretion Disk Wind in Hercules X-1 Using Its Ionization Response to X-Ray Pulsations; The Astrophysical Journal; True; 2024ApJ...972...32K
Water Generation on the Moon from Solar Wind and Meteoroid Impacts; The Planetary Science Journal; True; 2024PSJ.....5..171J
Analyzing the Onset of Cometary Activity by the Jupiter-family Comet 2023 RN<SUB>3</SUB>; The Astronomical Journal; True; 2024AJ....168..286D
Suprathermal Electron Transport in the Solar Wind: Effects of Coulomb Collisions and Whistler Turbulence; The Astrophysical Journal; True; 2024ApJ...964..180T
Weakened Magnetic Braking in the Exoplanet Host Star 51 Peg; The Astrophysical Journal; True; 2024ApJ...960L...6M
Interstellar Neutral Hydrogen in the Heliosphere: New Horizons Observations in the Context of Models; The Astrophysical Journal; True; 2024ApJ...969L..20S
Early Bright Galaxies from Helium Enhancements in High-Redshift Star Clusters; The Open Journal of Astrophysics; True; 2024OJAp....7E.106K
Heat-flux-limited Cloud Activity and Vertical Mixing in Giant Planet Atmospheres with an Application to Uranus and Neptune; The Planetary Science Journal; True; 2024PSJ.....5..101G
Atmospheric Response for MeV γ Rays Observed with Balloon-borne Detectors; The Astrophysical Journal; True; 2024ApJ...974..146K
A 25-micrometer Single-Photon-Sensitive Kinetic Inductance Detector; Physical Review X; True; 2024PhRvX..14d1005D
The Presolar Grain Database. I. Silicon Carbide; The Astrophysical Journal Supplement Series; True; 2024ApJS..270...27S
The erosion of large primary atmospheres typically leaves behind substantial secondary atmospheres on temperate rocky planets; Nature Communications; True; 2024NatCo..15.8374K
A 350 MHz Green Bank Telescope Survey of Unassociated Fermi LAT Sources: Discovery and Timing of 10 Millisecond Pulsars; The Astrophysical Journal; True; 2024ApJ...966..161B
Deep Chandra Observations of A2495: A Possible Sloshing-regulated Feedback Cycle in a Triple-offset Galaxy Cluster; The Astrophysical Journal; True; 2024ApJ...963....8R
A Survey of Protoplanetary Disks Using the Keck/NIRC2 Vortex Coronagraph; The Astronomical Journal; True; 2024AJ....168...78W
Biogenic Sulfur Gases as Biosignatures on Temperate Sub-Neptune Waterworlds; The Astrophysical Journal; True; 2024ApJ...966L..24T
Flares in the Galactic centre - II. Polarization signatures of flares at mm-wavelengths; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.531.3961N
Ensemble methods for quantification of potassium oxide in ChemCam Mars and laboratory spectra; Spectrochimica Acta - Part B: Atomic Spectroscopy; True; 2024AcSpB.21606945D
21CMLSTM: A Fast Memory-based Emulator of the Global 21 cm Signal with Unprecedented Accuracy; The Astrophysical Journal; True; 2024ApJ...977...19D
The escape of fast radio burst emission from magnetars; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.529.2180L
Probing Lorentz Invariance Violation with Absorption of Astrophysical γ-Rays by Solar Photons; The Astrophysical Journal; True; 2024ApJ...965...44F
Incorporation of realistic intrinsic profiles for the Fe Kα and Fe Kβ emission lines in X-ray reprocessor models; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.1093Y
A global 3D simulation of magnetospheric accretion - I. Magnetically disrupted discs and surface accretion; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.2883Z
Tracking the X-Ray Polarization of the Black Hole Transient Swift J1727.8–1613 during a State Transition; The Astrophysical Journal; True; 2024ApJ...968...76I
Mind the gap: non-local cascades and preferential heating in high-β Alfvénic turbulence; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.531L...1G
Magnetar Central Engine Powering the Energetic GRB 210610B?; Bulletin de la Societe Royale des Sciences de Liege; True; 2024BSRSL..93..709R
Impact of Planetary Parameters on Water Clouds Microphysics; The Astrophysical Journal; True; 2024ApJ...966..152Y
Saturated nucleate pool boiling of cryogenic fluids: Review of databases, assessment of existing models and correlations, and development of new universal correlation; International Journal of Heat and Mass Transfer; False; 2024IJHMT.23125807A
Multiple chemical tracers finally unveil the intricate NGC 1333 IRAS 4A outflow system. FAUST XVI; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.531.2653C
Validation of Elemental and Isotopic Abundances in Late-M Spectral Types with the Benchmark HIP 55507 AB System; The Astrophysical Journal; True; 2024ApJ...962...10X
Identifying recurrent and persistent landslides using satellite imagery and deep learning: A 30-year analysis of the Himalaya; Science of the Total Environment; True; 2024ScTEn.92271161C
Partial gravity flammability of cast PMMA rods in concurrent axial stagnation flow; Fire Safety Journal; False; 2024FirSJ.15004267O
Could the Recent Rebrightening of the GW170817A Afterglow Be Caused by a Counterjet?; The Astrophysical Journal; True; 2024ApJ...976..252D
The Dynamic, Chimeric Inner Disk of PDS 70; The Astrophysical Journal; True; 2024ApJ...966..167G
Laboratory Benchmark of n ≥ 4 Dielectronic Recombination Satellites of Fe XVII; The Astrophysical Journal; True; 2024ApJ...971...78G
A Survey of Coronal Mass Ejections Measured In Situ by Parker Solar Probe during 2018–2022; The Astrophysical Journal; True; 2024ApJ...966..118S
EMM EMUS Observations of FUV Aurora on Mars: Dependence on Magnetic Topology, Local Time, and Season; Journal of Geophysical Research (Planets); True; 2024JGRE..12908336C
Very Large and Long-lasting Anisotropies Caused by Sunward Streaming Energetic Ions: Solar Orbiter and STEREO A Observations; The Astrophysical Journal; True; 2024ApJ...973L..52W
Mesoscale eddies in the Gulf of Mexico: A three-dimensional characterization based on global HYCOM; Deep Sea Research Part II: Topical Studies in Oceanography; False; 2024DSRII.21505380Z
The Effects of Turbulent Electrical Resistivity on the Response of the Solar Atmosphere to Flare Energy Input. I. Results of Radiative Hydrodynamic Simulations; The Astrophysical Journal; True; 2024ApJ...977..246E
Feeding and feedback processes in the Spiderweb proto-intracluster medium; Astronomy and Astrophysics; True; 2024A&A...682A.186L
Lensed Type Ia Supernova "Encore" at z = 2: The First Instance of Two Multiply Imaged Supernovae in the Same Host Galaxy; The Astrophysical Journal; True; 2024ApJ...967L..37P
Low-mass Globular Clusters from Stripped Dark Matter Halos; The Astrophysical Journal; True; 2024ApJ...971..103G
INTEGRAL/IBIS polarization detection in the hard and soft intermediate states of Swift J1727.8−1613; Astronomy and Astrophysics; True; 2024A&A...688L...5B
Investigating X-ray emission in the GeV-emitting compact symmetric objects PKS 1718-649 and TXS 1146+596; Astronomy and Astrophysics; True; 2024A&A...684A..65B
Precise Radial Velocities Using Line Bisectors; The Astronomical Journal; True; 2024AJ....167...34D
Investigation of Large Scale Traveling Atmospheric/Ionospheric Disturbances Using the Coupled SAMI3 and GITM Models; Geophysical Research Letters; True; 2024GeoRL..5106015B
Most nearby young star clusters formed in three massive complexes; Nature; True; 2024Natur.631...49S
Probing Three-dimensional Magnetic Fields. III. Synchrotron Emission and Machine Learning; The Astrophysical Journal; True; 2024ApJ...975...66H
JWST-TST High Contrast: Achieving Direct Spectroscopy of Faint Substellar Companions Next to Bright Stars with the NIRSpec Integral Field Unit; The Astronomical Journal; True; 2024AJ....168...73R
Tidal Spin-up of Subdwarf B Stars; The Astrophysical Journal; True; 2024ApJ...975....1M
Massive Star Cluster Formation with Binaries. I. Evolution of Binary Populations; The Astrophysical Journal; True; 2024ApJ...977..203C
Magnetic Field Evolution of the Solar Active Region 13664; The Astrophysical Journal; True; 2024ApJ...976L..12J
A Parsec-scale Catalog of Molecular Clouds in the Solar Neighborhood Based on 3D Dust Mapping: Implications for the Mass-Size Relation; The Astrophysical Journal; True; 2024ApJ...961..153C
3D Radiation-hydrodynamical Simulations of Shadows on Transition Disks; The Astrophysical Journal; True; 2024ApJ...974L..38Z
Thermal data-driven model reduction for enhanced battery health monitoring; Journal of Power Sources; False; 2024JPS...60434442K
A Virtual Solar Wind Monitor at Mars With Uncertainty Quantification Using Gaussian Processes; Journal of Geophysical Research Machine Learning and Computation; True; 2024JGRH....1..155A
Multiwavelength Investigation of γ-Ray Source MGRO J1908+06 Emission Using Fermi-LAT, VERITAS and HAWC; The Astrophysical Journal; True; 2024ApJ...974...61A
Venus water loss is dominated by HCO<SUP>+</SUP> dissociative recombination; Nature; False; 2024Natur.629..307C
Unifying radiative transfer models in computer graphics and remote sensing, Part I: A survey; Journal of Quantitative Spectroscopy and Radiative Transfer; True; 2024JQSRT.31408847S
Multiple Subscale Magnetic Reconnection Embedded inside a Heliospheric Current Sheet Reconnection Exhaust: Evidence for Flux Rope Merging; The Astrophysical Journal; True; 2024ApJ...971L..42P
Periodicity from X-ray sources within the inner Galactic disk; Astronomy and Astrophysics; True; 2024A&A...686A.125M
Bioverse: The Habitable Zone Inner Edge Discontinuity as an Imprint of Runaway Greenhouse Climates on Exoplanet Demographics; The Planetary Science Journal; True; 2024PSJ.....5....3S
Thermospheric Responses to the 3 and 4 November 2021 Geomagnetic Storm During the Main and Recovery Phases as Observed by NASA's GOLD and ICON Missions; Geophysical Research Letters; True; 2024GeoRL..5106529G
Observations of Nonthermal Velocities and Comparisons with an Alfvén Wave Turbulence Model in Solar Active Regions; The Astrophysical Journal; True; 2024ApJ...968....7A
Solar Spicules, Filigrees, and Solar Wind Switchbacks; The Astrophysical Journal; True; 2024ApJ...963...79L
Satellite-based tracking of reservoir operations for flood management during the 2018 extreme weather event in Kerala, India; Remote Sensing of Environment; False; 2024RSEnv.30714149S
Inferring Fundamental Properties of the Flare Current Sheet Using Flare Ribbons: Oscillations in the Reconnection Flux Rates; The Astrophysical Journal; True; 2024ApJ...965...16C
An Ensemble Study of Turbulence in Extended QSO Nebulae at z ≈ 0.5–1; The Astrophysical Journal; True; 2024ApJ...962...98C
Investigating Performance Trends of Simulated Real-time Solar Flare Predictions: The Impacts of Training Windows, Data Volumes, and the Solar Cycle; The Astrophysical Journal; True; 2024ApJ...964..163G
The fate of nitrogen during early silicate differentiation of rocky bodies constrained by experimental mineral-melt partitioning; Geochimica et Cosmochimica Acta; False; 2024GeCoA.385...45P
Detection of carbon dioxide and hydrogen peroxide on the stratified surface of Charon with JWST; Nature Communications; True; 2024NatCo..15.8247P
Radar for Europa Assessment and Sounding: Ocean to Near-Surface (REASON); Space Science Reviews; True; 2024SSRv..220...51B
Harnessing SMAP satellite soil moisture product to optimize soil properties to improve water resource management for agriculture; Agricultural Water Management; True; 2024AgWM..30008918N
The cosmic ray energetics and mass for the international space station (ISS-CREAM) instrument; Astroparticle Physics; True; 2024APh...15802947Y
Toward mending the marine mass balance model for nickel: Experimentally determined isotope fractionation during Ni sorption to birnessite; Geochimica et Cosmochimica Acta; True; 2024GeCoA.379...76W
The Radial Interplanetary Field Strength at Sunspot Minimum as Polar Field Proxy and Solar Cycle Predictor; The Astrophysical Journal; True; 2024ApJ...961L..27W
The Trojan-like Colors of Low-perihelion Kuiper Belt Objects; The Planetary Science Journal; True; 2024PSJ.....5..193B
Investigating the Soft X-Ray Spectra of Solar Flare Onsets; The Astrophysical Journal; True; 2024ApJ...966..198T
X-Rays from a Central "Exhaust Vent" of the Galactic Center Chimney; The Astrophysical Journal; True; 2024ApJ...966L..32M
Concurrent Particle Acceleration and Pitch-angle Anisotropy Driven by Magnetic Reconnection: Ion-electron Plasmas; The Astrophysical Journal; True; 2024ApJ...972....9C
Chandra Study of the Proper Motion of HST-1 in the Jet of M87; The Astrophysical Journal; True; 2024ApJ...969..128T
Highly Coherent Quasiperiodic Oscillations in the "Heartbeat" Black Hole X-Ray Binary IGR J17091–3624; The Astrophysical Journal; True; 2024ApJ...963..118W
Saturated pool film boiling of cryogenic fluids: Review of databases, assessment of existing models and correlations, and development of new universal correlation; International Journal of Heat and Mass Transfer; False; 2024IJHMT.23526190A
UNCOVER NIRSpec/PRISM Spectroscopy Unveils Evidence of Early Core Formation in a Massive, Centrally Dusty Quiescent Galaxy at z <SUB>spec</SUB> = 3.97; The Astrophysical Journal; True; 2024ApJ...974..145S
GRB 180128A: A second magnetar giant flare candidate from the Sculptor Galaxy; Astronomy and Astrophysics; True; 2024A&A...687A.173T
Advancing our understanding of plant diversity-biological invasion relationships using imaging spectroscopy; Remote Sensing of Environment; True; 2024RSEnv.30414028G
Chemical composition of comets C/2021 A1 (Leonard) and C/2022 E3 (ZTF) from radio spectroscopy and the abundance of HCOOH and HNCO in comets; Astronomy and Astrophysics; True; 2024A&A...690A.271B
Rossby wave instability and substructure formation in 3D non-ideal MHD wind-launching discs; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.533.2980H
Ensemble Kalman Filter Data Assimilation into the Surface Flux Transport Model to Infer Surface Flows: An Observing System Simulation Experiment; The Astrophysical Journal; True; 2024ApJ...975..288D
Modelling Time-dependent Convective Penetration in 1D Stellar Evolution; The Astrophysical Journal; True; 2024ApJ...964..170J
Discovery of a strong rotation of the X-ray polarization angle in the galactic burster GX 13+1; Astronomy and Astrophysics; True; 2024A&A...688A.170B
A Luminous X-Ray Active Galactic Nucleus in the Dwarf–Dwarf Galaxy Merger RGG 66; The Astrophysical Journal; True; 2024ApJ...974...51K
Flow-based Generative Emulation of Grids of Stellar Evolutionary Models; The Astrophysical Journal; True; 2024ApJ...973..154H
Detectability Simulations of a Near-infrared Surface Biosignature on Proxima Centauri b with Future Space Observatories; The Planetary Science Journal; True; 2024PSJ.....5..228M
The Bombardment History of the Giant Planet Satellites; The Planetary Science Journal; True; 2024PSJ.....5...88B
Black hole binaries in AGN accretion discs - II. Gas effects on black hole satellite scatterings; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.52710448R
Multiple Patchy Cloud Layers in the Planetary-mass Object SIMP 0136+0933; The Astrophysical Journal; True; 2024ApJ...965...83M
The Alfvén transition zone observed by the Parker Solar Probe in young solar wind - global properties and model comparisons; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.533L..70C
Exploring the physical properties of the γ Dor binary star RX Dra with photometry and asteroseismology; New Astronomy; True; 2024NewA..11102234L
Dust Survival in Galactic Winds; The Astrophysical Journal; True; 2024ApJ...974...81R
The debris of the 'last major merger' is dynamically young; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.531.1422D
Searching for Stellar Activity Cycles Using Flares: The Short- and Long-timescale Activity Variations of TIC-272272592; The Astronomical Journal; True; 2024AJ....168..232W
High-redshift supermassive black hole mergers in simulations with dynamical friction modelling; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.52711766D
Two-phase flow instabilities during microgravity flow boiling onboard the International Space Station; International Journal of Heat and Mass Transfer; False; 2024IJHMT.23426102M
Setting the Stage for the Search for Life with the Habitable Worlds Observatory: Properties of 164 Promising Planet-survey Targets; The Astrophysical Journal Supplement Series; True; 2024ApJS..272...30H
A dragon's flame of many colours: multiwavelength observations of flares from the active M binary CR Draconis; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.529.4354J
Rapid Black Hole Spin-down by Thick Magnetically Arrested Disks; The Astrophysical Journal; True; 2024ApJ...960...82L
Lyα Absorption in a "Croissant-like" Heliosphere; The Astrophysical Journal; True; 2024ApJ...961..235P
Io's Near-Field Alfvén Wings and Local Electron Beams Inferred From Juno/Waves; Geophysical Research Letters; True; 2024GeoRL..5110206S
Return Currents in Collisionless Shocks; The Astrophysical Journal; True; 2024ApJ...968...17G
The Sonora Substellar Atmosphere Models. IV. Elf Owl: Atmospheric Mixing and Chemical Disequilibrium with Varying Metallicity and C/O Ratios; The Astrophysical Journal; True; 2024ApJ...963...73M
Imaging dark matter at the smallest scales with z ≈ 1 lensed stars; Astronomy and Astrophysics; True; 2024A&A...689A.167D
Slow Electron Holes in the Earth's Magnetosheath; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932059S
Cation exchange to montmorillonite induces selective adsorption of amino acids; Geochimica et Cosmochimica Acta; True; 2024GeCoA.372..181M
Metallicity Dependence of Pressure-regulated Feedback-modulated Star Formation in the TIGRESS-NCR Simulation Suite; The Astrophysical Journal; True; 2024ApJ...972...67K
Distribution of orbital inclinations for tidal disruption events by Kerr black holes; Physical Review D; True; 2024PhRvD.109d3016S
Small-scale Magnetic Fields Are Critical to Shaping Solar Gamma-Ray Emission; The Astrophysical Journal; True; 2024ApJ...961..167L
Animal evolution at the ocean's water-air interface; Current Biology; True; 2024CBio...34E.196A
The effects of surface fossil magnetic fields on massive star evolution: V. Models at low metallicity; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.533.3457K
Analytical strong line diagnostics and their redshift evolution; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.534.3665Y
Radiative properties of plasmoids and plasmoid mergers in magnetic reconnection; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.531.4781Z
LiteBIRD science goals and forecasts: improving sensitivity to inflationary gravitational waves with multitracer delensing; Journal of Cosmology and Astroparticle Physics; True; 2024JCAP...06..010N
Fragmentation of dense rotation-dominated structures fed by collapsing gravo-magneto-sheetlets and origin of misaligned 100 au-scale binaries and multiple systems; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.532.3135T
Beyond the Rotational Deathline: Radio Emission from Ultra-long Period Magnetars; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.533.2133C
Improved modelling of SEP event onset within the WSA-Enlil-SEPMOD framework; Journal of Space Weather and Space Climate; True; 2024JSWSC..14....3P
Analysis of Biasing from Noise from the Nancy Grace Roman Space Telescope: Implications for Weak Lensing; Publications of the Astronomical Society of the Pacific; True; 2024PASP..136l4506L
Little Red Dots: An Abundant Population of Faint Active Galactic Nuclei at z ∼ 5 Revealed by the EIGER and FRESCO JWST Surveys; The Astrophysical Journal; True; 2024ApJ...963..129M
Fabrication and characterization of optical filters from polymeric aerogels loaded with diamond scattering particles; Applied Optics; True; 2024ApOpt..63.6036B
Metal-poor star formation at z &gt 6 with JWST: new insight into hard radiation fields and nitrogen enrichment on 20 pc scales; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.529.3301T
LATIS: Constraints on the Galaxy-Halo Connection at z   2.5 from Galaxy-Galaxy and Galaxy-Lyα Clustering; The Astrophysical Journal; True; 2024ApJ...961...27N
ethraid: A Simple Method for Characterizing Long-period Companions Using Doppler, Astrometric, and Imaging Constraints; The Astronomical Journal; True; 2024AJ....167..250V
A high internal heat flux and large core in a warm Neptune exoplanet; Nature; True; 2024Natur.630..836W
X-Ray Weak Active Galactic Nuclei from Super-Eddington Accretion onto Infant Black Holes; The Astrophysical Journal; True; 2024ApJ...976L..24M
On the Penetration of Large-scale Flows into Stellar Radiative Zones; The Astrophysical Journal; True; 2024ApJ...964..162K
True benefits of multiple nanoparticle sizes in radiative cooling paints identified with machine learning; International Journal of Heat and Mass Transfer; False; 2024IJHMT.22225209C
Frequency-dispersed Ion Acoustic Waves in the Near-Sun Solar Wind: Signatures of Impulsive Ion Beams; The Astrophysical Journal; True; 2024ApJ...969...60M
Constraints on lunar regolith resurfacing from coupled modeling of stochastic gardening and neutron capture effects; Geochimica et Cosmochimica Acta; False; 2024GeCoA.375..201H
The Baryonic Tully–Fisher Relation. I. WISE/Spitzer Photometry; The Astronomical Journal; True; 2024AJ....168...19D
A Model for Flux Rope Formation and Disconnection in Pseudostreamer Coronal Mass Ejections; The Astrophysical Journal; True; 2024ApJ...975..168W
Correlating Intrinsic Stellar Parameters with Mg II Self-reversal Depths; The Astrophysical Journal; True; 2024ApJ...964...80T
XMM-Newton and NuSTAR discovery of a likely IP candidate XMMU J173029.8─330920 in the Galactic disc; Astronomy and Astrophysics; True; 2024A&A...689A.172M
Observations of Extremely Metal-poor O Stars: Weak Winds and Constraints for Evolution Models; The Astrophysical Journal; True; 2024ApJ...974...85T
Facultative lifestyle drives diversity of coral algal symbionts; Trends in Ecology and Evolution; True; 2024TEcoE..39..239B
The Plasma β in Quiet Sun Regions: Multi-instrument View; The Astrophysical Journal; True; 2024ApJ...964...27R
A mechanistic explanation of shrinkage porosity in laser powder bed fusion additive manufacturing; Acta Materialia; True; 2024AcMat.26619632F
Leveraging the Gravity Field Spectrum for Icy Satellite Interior Structure Determination: The Case of Europa with the Europa Clipper Mission; The Planetary Science Journal; True; 2024PSJ.....5...45C
The First Evidence of a Host Star Metallicity Cutoff in the Formation of Super-Earth Planets; The Astronomical Journal; True; 2024AJ....168..128B
A Case Study of Gas Impacted by Black-hole Jets with the JWST: Outflows, Bow Shocks, and High Excitation of the Gas in the Galaxy IC 5063; The Astrophysical Journal; True; 2024ApJ...977..156D
Coronal Models and Detection of the Open Magnetic Field; The Astrophysical Journal; True; 2024ApJ...971...45A
Dissecting the Crab Nebula with JWST: Pulsar Wind, Dusty Filaments, and Ni/Fe Abundance Constraints on the Explosion Mechanism; The Astrophysical Journal; True; 2024ApJ...968L..18T
Optical flow of temperature reveals climate change patterns for agriculture and forestry; Remote Sensing Applications: Society and Environment; True; 2024RSASE..3401198S
Next-generation Accretion Disk Reflection Model: High-density Plasma Effects; The Astrophysical Journal; True; 2024ApJ...974..280D
Axial Flux Evolution of Small-scale Magnetic Flux Ropes from 0.06 to 10 au; The Astrophysical Journal; True; 2024ApJ...965L..18F
Spectroscopic analysis of the strongly lensed SN Encore: constraints on cosmic evolution of Type Ia supernovae; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.535.2939D
Trace elements in IVA iron meteorites explained by limited solid-liquid equilibration during inward solidification; Icarus; False; 2024Icar..40815860Z
Io's polar volcanic thermal emission indicative of magma ocean and shallow tidal heating models; Nature Astronomy; True; 2024NatAs...8...94D
<inline-formula id="IEq1"><mml:math id="IEq1_Math"><mml:mn>1</mml:mn><mml:mo stretchy="false">/</mml:mo><mml:mi>f</mml:mi></mml:math></inline-formula> Noise in the Heliosphere: A Target for PUNCH Science; Solar Physics; True; 2024SoPh..299..169W
Signatures of Open Magnetic Flux in Jupiter's Dawnside Magnetotail; AGU Advances; True; 2024AGUA....501111D
Searching for Planets Orbiting Fomalhaut with JWST/NIRCam; The Astronomical Journal; True; 2024AJ....167...26Y
Climate Regimes across the Habitable Zone: A Comparison of Synchronous Rocky M and K Dwarf Planets; The Astrophysical Journal; True; 2024ApJ...972...71L
Unifying radiative transfer models in computer graphics and remote sensing, Part II: A differentiable, polarimetric forward model and validation; Journal of Quantitative Spectroscopy and Radiative Transfer; True; 2024JQSRT.31508849S
New olivine morphologies in shergottites reveal complex thermal histories of martian magmas; Geochimica et Cosmochimica Acta; False; 2024GeCoA.373..197E
Synchrotron signatures of cosmic ray transport physics in galaxies; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.530L...1P
